,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Queen,Bohemian Rhapsody - 2011 Mix,7tFiyTwD0nx5a1eklYtX2J,74,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4
1,Fleetwood Mac,Landslide,5ihS6UUlyQAfmp48eSkxuQ,76,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,4
2,Pink Floyd,Wish You Were Here,6mFkJmJqdDVQ1REhVfGgd1,75,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,334744,4
3,Aerosmith,Sweet Emotion,24NwBd5vZ2CK8VOQVnqdxr,72,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,4
4,Aerosmith,Walk This Way,5SZ6zX4rOrEQferfFC2MfP,72,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400,4
5,Bruce Springsteen,Born to Run,6hTcuIQa0sxrrByu9wTD7s,72,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,269920,4
6,Bad Company,Feel Like Makin' Love - 2015 Remaster,3KPwt1LBpt1jVSHz8GXERo,68,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313840,4
7,KISS,Rock And Roll All Nite,6KTv0Z8BmVqM7DPxbGzpVC,74,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,168840,4
8,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",1hQFF33xi8ruavZNyovtUN,70,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197147,4
9,Eagles,One of These Nights - 2013 Remaster,608xszaAxVh4m7NcKJiAbF,68,0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,291686,4
10,Fleetwood Mac,Rhiannon,05oETzWbd4SI33qK2gbJfR,67,0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,252773,4
11,Ted Nugent,Stranglehold,2f0P7iELCvAlV8j6Z3rGDE,66,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,503067,4
12,Led Zeppelin,Kashmir - 1990 Remaster,2nVHqZbOGkKWzlcy1aMbE7,68,0.48,0.536,2,-11.166,1,0.0427,0.488,4.22e-05,0.155,0.581,80.617,508200,3
13,Daryl Hall & John Oates,Sara Smile,1qjrYozGqc7upUgfN776lZ,64,0.592,0.397,2,-10.81,0,0.0676,0.354,0.000894,0.119,0.205,150.038,185293,3
14,America,Sister Golden Hair,5VSAonaAPhhGn0G7hMYwWK,66,0.441,0.547,4,-12.222,1,0.0337,0.13,0.000143,0.109,0.716,134.753,199573,4
15,Natalie Cole,This Will Be (An Everlasting Love),0PDCewmZCp0P5s00bptcdd,68,0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739,171960,4
16,Heart,Crazy On You,5zH710lFSLtkHbMkslLDjR,64,0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,293440,4
17,Paul Simon,50 Ways to Leave Your Lover,6Qb7gtV6Q4MnUjSbkFcopl,68,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,217347,4
